Título,Link,Snippet,Autores,Data de Publicação,Fonte,Similaridade com Título,Similaridade com Resumo,Similaridade Média
NA-segformer: A multi-level transformer model based on neighborhood attention for colonoscopic polyp segmentation,https://www.nature.com/articles/s41598-024-74123-y,a patch merging module with a neighbor attention mechanism based  Each encoder layer in  the Segmenter captures global  Transformer-based multi-level encoder-decoder architecture,"D Liu, C Lu, H Sun, S Gao",2024,Scientific Reports,0.786675682923301,0.7752397423579446,0.7809577126406229
Gene transformer: Transformers for the gene expression-based classification of lung cancer subtypes,https://arxiv.org/abs/2108.11833,"with a multi-head self-attention module by identifying relevant  attention mechanism, in the  Gene Transformer architecture,  Our findings indicate that employing the attention mechanism","A Khan, B Lee",2021,arXiv preprint arXiv:2108.11833,0.7810924804094195,0.7808014533461828,0.7809469668778011
Combining convolutional attention mechanism and residual deformable Transformer for infarct segmentation from CT scans of acute ischemic stroke patients,https://www.frontiersin.org/articles/10.3389/fneur.2023.1178637/full,"SETR (19) employs a Transformer as the encoder and a CNN architecture as the decoder to   block attention module, and the green rectangle is the Deformable Transformer layer. The","Z Xu, C Ding",2023,Frontiers in Neurology,0.7743966942126028,0.7873278512201547,0.7808622727163788
TSCA-Net: Transformer based spatial-channel attention segmentation network for medical images,https://www.sciencedirect.com/science/article/pii/S0010482524000222,"and the application of attention mechanism in medical images.  However, the  Transformer-based channel attention module  We are expected to optimize the attention","Y Fu, J Liu, J Shi",2024,Computers in Biology and Medicine,0.7718173770725449,0.7895971756444663,0.7807072763585057
Batch Transformer: Look for Attention in Batch,https://arxiv.org/abs/2407.04218,"the proposed class batch attention (CBA) module, to prevent  Recently, attention mechanism  models have been applied to  batch transformer network (BTN) architecture with multi-level","MB Her, J Jeong, H Song, JH Han",2024,arXiv preprint arXiv:2407.04218,0.7797927780536114,0.7810700757819926,0.780431426917802
Molecule attention transformer,https://arxiv.org/abs/2002.08264,augment the attention mechanism in Transformer using inter- model based on the state-of-the-art  Transformer architecture  Transformer is that it augments the self-attention module using,"Ł Maziarka, T Danel, S Mucha, K Rataj, J Tabor",2020,arXiv preprint arXiv …,0.7792196962083604,0.7815754683580427,0.7803975822832016
Multimodal transformer fusion for continuous emotion recognition,https://ieeexplore.ieee.org/abstract/document/9053762/,"It extends conventional attention mechanism to have h multiple  Besides, every multi-head  attention module is followed with  combine the Transformer network and LSTM layer to explore","J Huang, J Tao, B Liu, Z Lian",2020,ICASSP 2020-2020 IEEE …,0.7691864130958798,0.7915754117715326,0.7803809124337062
Human behavior recognition based on sparse transformer with channel attention mechanism,https://www.frontiersin.org/articles/10.3389/fphys.2023.1239453/full,"The Transformer architecture is a deep neural network initially developed for natural language  processing.  In the self-attention module of the Transformer model, we introduced a dual","K Cao, M Wang",2023,Frontiers in Physiology,0.7757988583740147,0.7849209684169687,0.7803599133954917
A multi-step ahead global solar radiation prediction method using an attention-based transformer model with an interpretable mechanism,https://www.sciencedirect.com/science/article/pii/S0360319923000691,"model, which consists only of the attention mechanism. The  This architecture provides  great flexibility in practical  multi-head attention layer, a multi-head attention layer, and a","Y Zhou, Y Li, D Wang, Y Liu",2023,International Journal of Hydrogen Energy,0.7765550058690194,0.7840055599942497,0.7802802829316345
Spatial-temporal self-attention transformer networks for battery state of charge estimation,https://www.mdpi.com/2079-9292/12/12/2598,"a specialized Transformer-based network architecture, called  The attention-based  Transformer model [43], which is  The attention mechanism is a fundamental component of the","D Shi, J Zhao, Z Wang, H Zhao, J Wang, Y Lian",2023,Electronics,0.772683829316471,0.7875506553102665,0.7801172423133687
Multi-modal motion prediction with transformer-based neural network for autonomous driving,https://ieeexplore.ieee.org/abstract/document/9812060/,We also demonstrate that the multi-modal attention module can automatically  propose to  modify the multi-head attention mechanism in the Transformer to multi-modal  architecture. The,"Z Huang, X Mo, C Lv",2022,2022 International Conference on …,0.7768655841116073,0.7833060842806037,0.7800858341961054
Lawin transformer: Improving semantic segmentation transformer with multi-scale representations via large window attention,https://arxiv.org/abs/2201.01615,"a novel window attention mechanism named large window  R, a SPP module evolves into  a large window attention spatial  window attention and describe the architecture of LawinASPP","H Yan, C Zhang, M Wu",2022,arXiv preprint arXiv:2201.01615,0.777515394314151,0.7826152294673911,0.780065311890771
Transfg: A transformer architecture for fine-grained recognition,https://ojs.aaai.org/index.php/AAAI/article/view/19967,tion Module that can be applied to most of the transformer ar its innate multi-head attention  mechanism. To fully exploit the  change the input to the last Transformer Layer. Suppose the,"J He, JN Chen, S Liu, A Kortylewski, C Yang",2022,Proceedings of the …,0.7831182985900489,0.7762666689697482,0.7796924837798985
CATNet: Cascaded attention transformer network for marine species image classification,https://www.sciencedirect.com/science/article/pii/S0957417424017998,"transformer module, our STM employs the parallel learning strategy of the multi-head attention  mechanism  of the multi-head attention module normalized by the pass layer when l = 1 . b","W Zhang, G Chen, P Zhuang, W Zhao",2024,Expert Systems with …,0.7720967773988552,0.7872570644068076,0.7796769209028314
Domain adaptation via bidirectional cross-attention transformer,https://arxiv.org/abs/2201.05887,"transformer with a bidirectional cross-attention mechanism to  We leverage the cross-attention  module to produce mixup  As shown in the top of Figure 3, the overall architecture of the","X Wang, P Guo, Y Zhang",2022,arXiv preprint arXiv:2201.05887,0.7723818986916584,0.7866975088607261,0.7795397037761922
The devil is in the details: Window-based attention for image compression,http://openaccess.thecvf.com/content/CVPR2022/html/Zou_The_Devil_Is_in_the_Details_Window-Based_Attention_for_Image_CVPR_2022_paper.html,the neural networks with the attention mechanism for  a flexible attention module  combined with neural networks to  the attention mechanism in the transformer are incompatible.,"R Zou, C Song, Z Zhang",2022,… of the IEEE/CVF conference on …,0.7624290726853624,0.7965430792993005,0.7794860759923314
MALS-Net: A multi-head attention-based LSTM sequence-to-sequence network for socio-temporal interaction modelling and trajectory prediction,https://www.mdpi.com/1424-8220/23/1/530,", the multi-head attention mechanism of the transformer does  data, we propose another  multi-head attention layer (TMHA),  architecture as a replacement for the traditional transformer","F Hasan, H Huang",2023,Sensors,0.770539608660649,0.7883969524333969,0.779468280547023
Re-transformer: a self-attention based model for machine translation,https://www.sciencedirect.com/science/article/pii/S1877050921011509,", Re-Transformer modifies the basic architecture; there are  Self-Attention layer to Feed  Forward layer assists the model  models combine an attention mechanism to help the model to","HI Liu, WL Chen",2021,Procedia Computer Science,0.7758683868048042,0.7828623185930621,0.7793653526989331
Multiple paddy disease recognition methods based on deformable transformer attention mechanism in complex scenarios,https://www.tandfonline.com/doi/abs/10.1080/1206212X.2023.2263254,"network architecture fuses multi-scale features by adding a feature fusion module after the  backbone network of the last decoder layer, we employ two Feed Forward Networks (FFNs) to","X Zhang, H Dong, L Gong, X Cheng",2023,International Journal of …,0.7795662307013426,0.7790894149605972,0.7793278228309699
Dae-former: Dual attention-guided efficient transformer for medical image segmentation,https://link.springer.com/chapter/10.1007/978-3-031-46005-0_8,"U-Net-like pure Transformer architecture, namely, the DAE- -attention module in each skip  connection path. Our contributions are as follows: ❶ a novel efficient dual attention mechanism","R Azad, R Arimond, EK Aghdam, A Kazerouni",2023,… Workshop on PRedictive …,0.7691090560597085,0.7894802914077319,0.7792946737337202
Attention-based generative adversarial network in medical imaging: A narrative review,https://www.sciencedirect.com/science/article/pii/S0010482522006837,"that Transformer-based GAN will be a promising model in  “generative adversarial network”  and “attention mechanism”, and  The architecture of the Transformer makes few assumptions","J Zhao, X Hou, M Pan, H Zhang",2022,Computers in Biology and Medicine,0.7737606051032287,0.7847511700227372,0.7792558875629829
Deformable cross-attention transformer for medical image registration,https://link.springer.com/chapter/10.1007/978-3-031-45673-2_12,module differs from existing SA and CA modules in that it employs the windowed attention  mechanism [ computation and the full Transformer architecture used by the model. To address,"J Chen, Y Liu, Y He, Y Du",2023,… Workshop on Machine Learning in Medical …,0.7716261906086961,0.7866716964685209,0.7791489435386085
Convolution transformer mixer for hyperspectral image classification,https://ieeexplore.ieee.org/abstract/document/9903640/,"spatial convolution module and a transformer encoder module,  of convolution operation  and attention mechanism, we intro a 1D pooling layer is adopted to reduce network parameters","J Zhang, Z Meng, F Zhao, H Liu",2022,IEEE Geoscience and …,0.7734363119409042,0.784722081993023,0.7790791969669636
Vehicle trajectory prediction based on intention-aware non-autoregressive transformer with multi-attention learning for Internet of Vehicles,https://ieeexplore.ieee.org/abstract/document/9832594/,", we propose a multiple attention mechanism capturing the  overall network architecture of  our proposed iNATran model  we propose a social attention learning (SAL) module to learn the","X Chen, H Zhang, F Zhao, Y Cai",2022,IEEE Transactions on …,0.7652129367487075,0.7928998259872313,0.7790563813679694
Transformer-based Monocular Depth Estimation with Attention Supervision.,https://www.bmvc2021-virtualconference.com/assets/papers/0244.pdf,"To this end, we propose Attention-based Up-sample Block (AUB) to compensate  attention  mechanism to depth estimation, the attention maps extracted from the last  in our architecture.","W Chang, Y Zhang, Z Xiong",2021,BMVC,0.767607571544423,0.7903676902164981,0.7789876308804606
Exploiting multi-scale parallel self-attention and local variation via dual-branch transformer-CNN structure for face super-resolution,https://ieeexplore.ieee.org/abstract/document/10207832/,dual-branch module which consists of Transformer and CNN  blocks and introduced  attention mechanism to refine the  most important module in the whole network architecture. It,"J Shi, Y Wang, Z Yu, G Li, X Hong",2023,IEEE Transactions on …,0.76298999139643,0.7949180214970282,0.7789540064467291
Dynamic detr: End-to-end object detection with dynamic attention,https://openaccess.thecvf.com/content/ICCV2021/html/Dai_Dynamic_DETR_End-to-End_Object_Detection_With_Dynamic_Attention_ICCV_2021_paper.html?ref=https://githubhelp.com,"self-attention module in Transformer encoders, we propose a dynamic encoder to approximate  the Transformer encoder’s attention mechanism  ral network and a top down architecture","X Dai, Y Chen, J Yang, P Zhang",2021,Proceedings of the …,0.7698269455057914,0.7879398613501299,0.7788834034279607
Transformer architecture and attention mechanisms in genome data analysis: a comprehensive review,https://www.mdpi.com/2079-7737/12/7/1033,the transformer architecture and the attention mechanism in  The model leverages an  attention-based mechanism to learn  An attention mechanism layer is incorporated into each base,"SR Choi, M Lee",2023,Biology,0.7775769564838273,0.7801041798125082,0.7788405681481678
Dual-branch adaptive attention transformer for occluded person re-identification,https://www.sciencedirect.com/science/article/pii/S0262885623000070,"this two-stage architecture also complicates the model. To solve  Token Attention (STA)  module. STA can utilize the multi-headed  , the attention mechanism is used to select the network","Y Lu, M Jiang, Z Liu, X Mu",2023,Image and Vision Computing,0.7724914731314636,0.7850531703727475,0.7787723217521055
Laplacian mesh transformer: Dual attention and topology aware network for 3D mesh classification and segmentation,https://link.springer.com/chapter/10.1007/978-3-031-19818-2_31,This paper builds a dual attention architecture in a topology- Then we apply a final  attention-based fusion module to learn  we propose the dual attention mechanism that achieves,"XJ Li, J Yang, FL Zhang",2022,European Conference on Computer Vision,0.7753576719915707,0.782134530260822,0.7787461011261964
Self-attention encoding and pooling for speaker recognition,https://arxiv.org/abs/2008.01077,"[8] for a Transformer architecture and appeared very effective  employ multi-head attention  mechanism in the pooling layer to  This layer is an additive attention based mechanism, which","P Safari, M India, J Hernando",2020,arXiv preprint arXiv:2008.01077,0.7664460534575079,0.7907566954443506,0.7786013744509293
"MDF-SA-DDI: predicting drug–drug interaction events based on multi-source drug fusion, multi-source feature fusion and transformer self-attention mechanism",https://academic.oup.com/bib/article-abstract/23/1/bbab421/6406700,"Therefore, we add a self-attention layer before the output layer of the  Multi-head attention  mechanism  and input them to the multi-head attention module, which is also called the","S Lin, Y Wang, L Zhang, Y Chu, Y Liu",2022,Briefings in …,0.771797619454988,0.7851133398692518,0.7784554796621199
Multiscaled multi-head attention-based video transformer network for hand gesture recognition,https://ieeexplore.ieee.org/abstract/document/10035507/,The attention mechanism decides and identifies the most  One such model which is based  on the attention mechanism  hand gestures based on transformer architecture has been pro,"M Garg, D Ghosh, PM Pradhan",2023,IEEE Signal Processing …,0.7682383398319729,0.7884662709572365,0.7783523053946046
LAS-transformer: An enhanced transformer based on the local attention mechanism for speech recognition,https://www.mdpi.com/2078-2489/13/5/250,"at the embedding layer. Moreover, we propose a local attention module to explicitly   From speech to letters-using a novel neural network architecture for grapheme based ASR. In","P Fu, D Liu, H Yang",2022,Information,0.7722400033988355,0.7842579115108645,0.77824895745485
Improving transformer-based networks with locality for automatic speaker verification,https://ieeexplore.ieee.org/abstract/document/10096333/,"layer allows CNNs to model the local dependencies well, but it  architecture of Conformer  block is shown in the left side of Fig. 1(b). It consists of multi-head self-attention (MSA) module","M Sang, Y Zhao, G Liu, JHL Hansen",2023,ICASSP 2023-2023 …,0.778824382396319,0.7776486146285659,0.7782364985124425
Hybrid transformer and cnn attention network for stereo image super-resolution,https://openaccess.thecvf.com/content/CVPR2023W/NTIRE/html/Cheng_Hybrid_Transformer_and_CNN_Attention_Network_for_Stereo_Image_Super-Resolution_CVPRW_2023_paper.html,", we propose a hybrid architecture that utilizes the strong long RCAN [39] incorporates the  attention mechanism in a basic  images using a transformer-based SISR module and a CNN","M Cheng, H Ma, Q Ma, X Sun, W Li",2023,Proceedings of the …,0.7706355774942663,0.7854723687220189,0.7780539731081426
Fusformer: A transformer-based fusion network for hyperspectral image super-resolution,https://ieeexplore.ieee.org/abstract/document/9841513/,"transformer module, a network architecture (called Fusformer) is designed for the HISR  problem. Our method integrates a self-attention mechanism  With a simple fully connected layer,","JF Hu, TZ Huang, LJ Deng, HX Dou",2022,… and Remote Sensing …,0.7655983048488749,0.7901926094381482,0.7778954571435115
Transformer-based multi-attention hybrid networks for skin lesion segmentation,https://www.sciencedirect.com/science/article/pii/S0957417423035182,"Gated External Attention module — DGEA module, which  overview of the overall network  architecture TMAHU-Net  propose a novel attention mechanism that utilizes multiscale","Z Dong, J Li, Z Hua",2024,Expert Systems with Applications,0.7756250246300757,0.7800275536474939,0.7778262891387848
Hardware accelerator for multi-head attention and position-wise feed-forward in the transformer,https://ieeexplore.ieee.org/abstract/document/9524802/,"of the attention mechanism, the Transformer and Transformer the proposed architecture,  the latency of layer normalization  The Softmax module in the proposed architecture is used to","S Lu, M Wang, S Liang, J Lin",2020,2020 IEEE 33rd …,0.7766591599299175,0.7788308905997632,0.7777450252648404
MSGformer: A multi-scale grid transformer network for 12-lead ECG arrhythmia detection,https://www.sciencedirect.com/science/article/pii/S1746809423009321,"grid attention mechanism to capture temporal features. The  Specifically, through  enhanced attention-based QKV  The original Transformer architecture is an effective model","C Ji, L Wang, J Qin, L Liu, Y Han, Z Wang",2024,Biomedical Signal Processing …,0.7660348606632543,0.7893592871031141,0.7776970738831842
Lite vision transformer with enhanced self-attention,http://openaccess.thecvf.com/content/CVPR2022/html/Yang_Lite_Vision_Transformer_With_Enhanced_Self-Attention_CVPR_2022_paper.html,"network (FFN) that follows the self-attention layer. Both Swin- network [19,28], we formalize  RASA as a recursive module with  on transformer architecture with enhanced self-attention","C Yang, Y Wang, J Zhang, H Zhang",2022,Proceedings of the …,0.7544964615233147,0.8008694371705453,0.7776829493469299
Xmorpher: Full transformer for deformable medical image registration via cross attention,https://link.springer.com/chapter/10.1007/978-3-031-16446-0_21,"(c) Our cross-attention-based fusion with inner-network  a new attention mechanism, Cross  Attention Transformer (CAT) block : 1) A X-shape transformer architecture with dual parallel U-","J Shi, Y He, Y Kong, JL Coatrieux, H Shu",2022,… Conference on Medical …,0.7730371216135513,0.7819402631897623,0.7774886924016569
Informer: Beyond efficient transformer for long sequence time-series forecasting,http://ojs.aaai.org/index.php/AAAI/article/view/17325,of the self-attention mechanism and Transformer architecture  ProbSparse Self-attention  Based on the proposed mea We add a max-pooling layer with stride 2 and downsample Xt,"H Zhou, S Zhang, J Peng, S Zhang, J Li",2021,Proceedings of the …,0.7661468037869676,0.788677013257546,0.7774119085222568
A novel transformer-based DL model enhanced by position-sensitive attention and gated hierarchical LSTM for aero-engine RUL prediction,https://www.nature.com/articles/s41598-024-59095-3,the attention mechanism employed by the Transformer encoder and architecture of the  Transformer encoder module. The  module consists of a simple fully connected (FC) layer and,X Chen,2024,Scientific Reports,0.7713722394184488,0.7834358798790344,0.7774040596487416
Improved transformer net for hyperspectral image classification,https://www.mdpi.com/2072-4292/13/11/2216,The proposed model uses the spectral attention mechanism  proposes a self-attention-based  transformer (SAT) model for  neural network (CNN) [58] (CNN architecture with five layers of,"Y Qing, W Liu, L Feng, W Gao",2021,Remote Sensing,0.7586135393621682,0.7955729725943931,0.7770932559782806
Crackformer: Transformer network for fine-grained crack detection,http://openaccess.thecvf.com/content/ICCV2021/html/Liu_CrackFormer_Transformer_Network_for_Fine-Grained_Crack_Detection_ICCV_2021_paper.html,"Therefore, we seek the help from scalingattention mechanism propose novel self-attention  blocks as the basic module. To  We derive our model from the SegNet basic architecture and","H Liu, X Miao, C Mertz, C Xu",2021,Proceedings of the IEEE …,0.7709844524940475,0.7829546702837902,0.7769695613889188
Streaming automatic speech recognition with the transformer model,https://ieeexplore.ieee.org/abstract/document/9054476/,) compared to recurrent neural network (RNN) based system  -decoder attention mechanism  of the transformer model to  transformer architecture consists of a two-layer CNN module,"N Moritz, T Hori, J Le",2020,ICASSP 2020-2020 IEEE International …,0.7690366415081646,0.7847772414292465,0.7769069414687055
Remote sensing image change detection based on deep multi-scale multi-attention Siamese transformer network,https://www.mdpi.com/2072-4292/15/3/842,"change information, the attention mechanism is added in  attention module combining a  convolution and self-attention module  and the self-attention together in the same architecture. It","M Zhang, Z Liu, J Feng, L Liu, L Jiao",2023,Remote Sensing,0.7635515659353002,0.7902028455704582,0.7768772057528792
Cat: Cross attention in vision transformer,https://ieeexplore.ieee.org/abstract/document/9859720/,"attention mechanism in Transformer termed Cross Attention,  1) and other global attentionbased  methods. The FLOPscpga is  In all architecture we make, the architecture with the best","H Lin, X Cheng, X Wu, D Shen",2022,2022 IEEE international …,0.7688555264722424,0.7848088765955687,0.7768322015339055
Local enhancing transformer with temporal convolutional attention mechanism for bearings remaining useful life prediction,https://ieeexplore.ieee.org/abstract/document/10177813/,"Recently, the Transformer, a novel network architecture  Transformer by introducing a  standard convolutional layer to  , a TCN attention module combing TCN and SE attention [37] is","H Peng, B Jiang, Z Mao, S Liu",2023,IEEE Transactions on …,0.7743660145202738,0.7791984907172178,0.7767822526187458
Transnorm: Transformer provides a strong spatial normalization mechanism for a deep segmentation model,https://ieeexplore.ieee.org/abstract/document/9908565/,architecture that provides a strong 57 Spatial Normalization  fed into a 149 Transformer  encoder followed by an MLP layer to  attention mechanism based on 204 the Transformer module,"R Azad, MT Al-Antary, M Heidari, D Merhof",2022,IEEe Access,0.7812126504573816,0.7723158555017691,0.7767642529795753
Mult: An end-to-end multitask learning transformer,http://openaccess.thecvf.com/content/CVPR2022/html/Bhattacharjee_MulT_An_End-to-End_Multitask_Learning_Transformer_CVPR_2022_paper.html,"Detailed overview of our MulT architecture. Our MulT  tasks via a shared attention mechanism  (shown in the bottom left), which we introduce in this work. The encoder module (in green)","D Bhattacharjee, T Zhang",2022,Proceedings of the …,0.7759095901223176,0.7774225035140141,0.7766660468181659
Monaural Multi-Talker Speech Recognition with Attention Mechanism and Gated Convolutional Networks.,https://ai.tencent.com/ailab/media/publications/MonauralMulti-TalkerSpeechRecognitionwithAttentionMechanismand_GatedConvolutionalNetworks._pdf.pdf,model architecture that incorporates the attention  new model has an encoding transformer  that is a 3-layer BLSTM and a predictor module that is a 3-layer LSTM with 384 cells per layer.,"X Chang, Y Qian, D Yu",2018,INTERSPEECH,0.7666915333910826,0.7866347289622841,0.7766631311766834
Efficient self-attention mechanism and structural distilling model for Alzheimer's disease diagnosis,https://www.sciencedirect.com/science/article/pii/S0010482522005108,"While CNNs were developing, a model called Transformer  the structural distilling layer,  which is a computational module that  of the model was improved by the attention mechanism to","J Zhu, Y Tan, R Lin, J Miao, X Fan, Y Zhu",2022,Computers in Biology …,0.7671489948579634,0.7858552039566616,0.7765020994073125
Transmil: Transformer based correlated multiple instance learning for whole slide image classification,https://proceedings.neurips.cc/paper_files/paper/2021/hash/10c272d06794d3e5785d5e7c5356e9ff-Abstract.html,"Then the attention mechanism was gradually applied to computer vision tasks, including   a TPT module with two Transformer layers and a position encoding layer, where Transformer","Z Shao, H Bian, Y Chen, Y Wang",2021,Advances in neural …,0.7700643780719729,0.7829348196898708,0.7764995988809218
Dual attention transformer network for hyperspectral image classification,https://www.sciencedirect.com/science/article/pii/S095219762301535X,"the attention mechanism not only effectively enhances model  1 illustrates the overall  architecture of the DATN model. This  our proposed SSHT module, thereby allowing the network to","Z Shu, Y Wang, Z Yu",2024,Engineering Applications of Artificial Intelligence,0.7640781903213218,0.7888623793604237,0.7764702848408728
ReTransformer: ReRAM-based processing-in-memory architecture for transformer acceleration,https://dl.acm.org/doi/abs/10.1145/3400302.3415640,"-based NLP tasks, attention mechanism is a popular and  , an outstanding self-attention  based model – Transformer [28 between the linear layer and MatMul in Transformer. Fig. 6(a","X Yang, B Yan, H Li, Y Chen",2020,… of the 39th International Conference on …,0.7717905638604434,0.7808263601012648,0.7763084619808541
Transformers in medical image analysis,https://www.sciencedirect.com/science/article/pii/S2667102622000717,"the core principle of the attention mechanism, followed by a  A typical transformer  architecture is shown in Figure 3 and  As an attention-based network, transformer is suitable for","K He, C Gan, Z Li, I Rekik, Z Yin, W Ji, Y Gao, Q Wang",2023,Intelligent …,0.7794278653307933,0.7730034315463495,0.7762156484385714
Transformer and group parallel axial attention co-encoder for medical image segmentation,https://www.nature.com/articles/s41598-022-20440-z,"Specifically, we propose a new attention mechanism to  The network is based on U-shape  architecture. The encoder  To further preserve global information, we introduce a module at the","C Li, L Wang, Y Li",2022,Scientific Reports,0.774913233712953,0.7773494102609966,0.7761313219869748
TRS: Transformers for remote sensing scene classification,https://www.mdpi.com/2072-4292/13/20/4143,"through the attention mechanism. The self-attention-based structure proposed in Transformer  [ In further works, we will attempt to apply the complete Transformer architecture (encoder +","J Zhang, H Zhao, J Li",2021,Remote Sensing,0.775006108931799,0.7772019206487752,0.7761040147902871
A Siamese network based on multiple attention and multilayer transformers for change detection,https://ieeexplore.ieee.org/abstract/document/10288523/,attention mechanism or a spatial attention mechanism [40] the attention mechanism to  encoder–decoder architecture  extraction module are fed into a four-layer transformer encoder to,"W Tang, K Wu, Y Zhang, Y Zhan",2023,IEEE Transactions on …,0.7762205417852917,0.7758719908101841,0.7760462662977379
Defect transformer: An efficient hybrid transformer architecture for surface defect detection,https://www.sciencedirect.com/science/article/pii/S0263224123001781,"setting of encoder module in our network architecture. The  of upsampling operation and  convolution layer utilized in this paper  it with the self-attention modules as in most transformers,","J Wang, G Xu, F Yan, J Wang, Z Wang",2023,Measurement,0.7686507412586039,0.783175089083665,0.7759129151711344
Set transformer: A framework for attention-based permutation-invariant neural networks,http://proceedings.mlr.press/v97/lee19d.html,"deep neural network architecture called the Set Transformer, ( Section 2.1), but a distinguishing  feature is that each layer in  , we adapt the multihead attention mechanism used in Trans","J Lee, Y Lee, J Kim, A Kosiorek",2019,… on machine learning,0.7768827902973497,0.774870775517521,0.7758767829074353
Sam: Self attention mechanism for scene text recognition based on swin transformer,https://link.springer.com/chapter/10.1007/978-3-030-98358-1_35,", the attention mechanism is usually combined with RNN structures as a module to predict  the  Eventually, the final results are obtained by connecting the outputs and applying a layer","X Shuai, X Wang, W Wang, X Yuan, X Xu",2022,International Conference on …,0.7641496205112118,0.7875288417861597,0.7758392311486857
A hybrid transformer model for obstructive sleep apnea detection based on self-attention mechanism using single-lead ECG,https://ieeexplore.ieee.org/abstract/document/9837102/,", a hybrid Transformer model leveraging attention mechanism is  processing module. Figure  1 shows the constructed data.  three parallel two-layer convolutional networks with different","S Hu, W Cai, T Gao, M Wang",2022,IEEE Transactions on …,0.7668573137322487,0.7844616746013465,0.7756594941667976
Improving transformer-based conversational ASR by inter-sentential attention mechanism,https://arxiv.org/abs/2207.00883,"end-to-end architecture for conversational speech recog Inspired by [23], we include a residual  attention module in the encoder layer and Attn is the dot-product attention mechanism, as","K Wei, P Guo, N Jiang",2022,arXiv preprint arXiv:2207.00883,0.763207589624022,0.7879138041906933,0.7755606969073576
Transformer in convolutional neural networks,https://homes.esat.kuleuven.be/~konijn/publications/2021/Liu2.pdf,"Motivated by this, we introduce a novel architecture  this module is less powerful for “local-invariant""  vision data. Combining the H-MHSA module with a more potent convolutional layer","Y Liu, G Sun, Y Qiu, L Zhang",2021,arXiv preprint arXiv …,0.767391125389424,0.78344897923009,0.775420052309757
Multi-head self-attention transformer for dogecoin price prediction,https://ieeexplore.ieee.org/abstract/document/9538640/,"In this paper, a multi-head attention-based transformer  The transformer uses a multi-head  attention mechanism to map  Figure 2 shows the overall architecture of the transformer model.","S Sridhar, S Sanagavarapu",2021,2021 14th International …,0.7615035585734434,0.7893253377058913,0.7754144481396674
Attention mechanism and context modeling system for text mining machine translation,https://arxiv.org/abs/2408.04216,"Transformer is its encoder module[30], which is composed of a series of stacked encoder  layers with a consistent architecture , in the multi-head attention mechanism of the Transformer,","S Bo, Y Zhang, J Huang, S Liu, Z Chen, Z Li",2024,arXiv preprint arXiv …,0.7712909536655107,0.7795302421769869,0.7754105979212488
Transformer encoder with multi-modal multi-head attention for continuous affect recognition,https://ieeexplore.ieee.org/abstract/document/9257201/,"features through a multi-head attention mechanism; and finally, (3)  into the LSTM based  encoder-decoder architecture. More  the multi-head attention module used in the transformer-","H Chen, D Jiang, H Sahli",2020,IEEE Transactions on Multimedia,0.7684292052261589,0.7823444230469614,0.7753868141365601
HyperAttentionDTI: improving drug–protein interaction prediction by sequence-based deep learning with attention mechanism,https://academic.oup.com/bioinformatics/article-abstract/38/3/655/6401997,"attention-based models, our model infers an attention vector  into attention vectors, da i and  pa j , by multi-layer perceptron  Then it utilizes Transformer embedding modules to obtain the","Q Zhao, H Zhao, K Zheng, J Wang",2022,Bioinformatics,0.7591824698381905,0.7913101745796264,0.7752463222089084
An improved U-net segmentation model that integrates a dual attention mechanism and a residual network for transformer oil leakage detection,https://www.mdpi.com/1996-1073/15/12/4238,"U-Net architecture, we removed the full connection layer in the original ResNet18 network  and  are more consistent with the ground truth than the model with only one attention module.","X Li, X Liu, Y Xiao, Y Zhang, X Yang, W Zhang",2022,Energies,0.7707614037254872,0.779638616632361,0.775200010178924
An integrated multi-head dual sparse self-attention network for remaining useful life prediction,https://www.sciencedirect.com/science/article/pii/S095183202300011X,"As for the single-head attention mechanism, it is assumed that  The Transformer is a multi-layer  encoder–decoder model,  designs the encoder module of the Transformer model. After","J Zhang, X Li, J Tian, H Luo, S Yin",2023,Reliability Engineering & System Safety,0.7647675250883098,0.7850509877482659,0.7749092564182878
Attention fusion of transformer-based and scale-based method for hyperspectral and LiDAR joint classification,https://www.mdpi.com/2072-4292/15/3/650,We propose a module named fusion transformer (FUTR) for  obtained by the second  convolution layer in the stage that uses  fusion technique and cross attention mechanism for the,"M Zhang, F Gao, T Zhang, Y Gan, J Dong, H Yu",2023,Remote Sensing,0.7605237335866262,0.7892529320683286,0.7748883328274774
Centerformer: Center-based transformer for 3d object detection,https://link.springer.com/chapter/10.1007/978-3-031-19839-7_29,"transformer module, we use a deformable cross attention  The architecture of our model is  illustrated in Fig. 2. We use a  the fusion due to the attention mechanism. To further explore the","Z Zhou, X Zhao, Y Wang, P Wang",2022,European Conference on …,0.7695717285307568,0.780021710196393,0.774796719363575
A transformer-based approach combining deep learning network and spatial-temporal information for raw EEG classification,https://ieeexplore.ieee.org/abstract/document/9845479/,"The attention mechanism of the Transformer has  the CNN module and the  Transformer module. CNN was  : We adopted the network architecture of Transformer [25], which","J Xie, J Zhang, J Sun, Z Ma, L Qin, G Li",2022,… on Neural Systems …,0.7646277655428763,0.7847194672621425,0.7746736164025094
